"HMDB.ID","Sub_Class","Class"
"HMDB86060","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86061","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86062","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86063","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86064","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86065","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86066","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86067","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86068","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86069","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86070","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86071","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86072","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86073","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86074","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86075","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86076","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86077","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86078","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86079","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86080","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86081","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86082","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86083","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86084","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86085","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86086","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86087","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86088","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86089","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86090","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86091","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86092","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86093","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86094","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86095","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86096","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86097","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86098","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86099","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86100","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86101","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86102","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86103","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86104","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86105","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86106","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86107","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86108","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86109","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86110","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86111","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86112","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86113","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86114","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86115","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86116","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86117","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86118","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86119","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86120","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86121","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86122","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86123","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86124","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86125","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86126","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86127","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86128","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86129","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86130","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86131","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86132","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86133","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86134","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86135","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86136","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86137","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86138","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86139","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86140","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86141","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86142","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86143","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86144","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86145","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86146","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86147","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86148","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86149","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86150","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86151","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86152","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86153","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86154","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86155","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86156","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86157","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86158","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86159","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86160","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86161","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86162","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86163","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86164","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86165","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86166","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86167","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86168","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86169","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86170","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86171","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86172","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86173","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86174","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86175","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86176","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86177","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86178","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86179","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86180","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86181","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86182","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86183","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86184","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86185","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86186","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86187","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86188","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86189","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86190","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86191","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86192","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86193","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86194","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86195","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86196","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86197","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86198","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86199","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86200","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86201","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86202","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86203","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86204","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86205","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86206","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86207","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86208","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86209","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86210","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86211","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86212","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86213","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86214","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86215","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86216","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86217","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86218","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86219","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86220","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86221","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86222","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86223","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86224","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86225","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86226","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86227","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86228","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86229","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86230","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86231","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86232","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86233","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86234","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86235","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86236","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86237","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86238","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86239","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86240","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86241","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86242","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86243","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86244","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86245","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86246","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86247","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86248","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86249","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86250","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86251","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86252","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86253","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86254","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86255","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86256","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86257","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86258","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86259","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86260","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86261","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86262","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86263","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86264","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86265","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86266","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86267","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86268","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86269","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86270","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86271","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86272","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86273","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86274","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86275","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86276","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86277","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86278","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86279","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86280","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86281","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86282","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86283","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86284","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86285","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86286","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86287","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86288","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86289","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86290","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86291","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86292","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86293","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86294","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86295","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86296","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86297","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86298","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86299","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86300","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
"HMDB86301","Glycerophosphoglycerophosphoglycerols","Glycerophospholipids"
