"P7122","P7147","P7150","P7153","P7184","P7238","P7406","P7408","P7421","P7445","P7486","P7547","P7658","P7662","P7744","P7759","P7791","P7843","P7847","P7855","P7858","P7860","P7861","P7862","P7870","P7874","P7875","P7879","P7899","P7904","P7906","P7908","P7909","P7910","P7911","P7912","P7938","P7941","P7947","P7948","P7955","P7971","P7989","P8095","P8226","P8244","P8264","P8283","P8332","P8336","P8361","P8374","P8377","P8406","P8452","P8462","P8466","P8467","P8475","P8483","P8485","P8496","P8523","P8534","P8537","P8550","P8564","P8565","P8573","P8577","P8589","P8591","P8592","P8624","P8629","P8675","P8683","P8746","P8749","P8753","P8754","P8758","P8764","P8765","P8774","P8776","P8783","P8784","P8788","P8789","P8794","P8800","P8802","P8806","P8807","P8841","P8843","P8847","P8878","P8892","P9126","P9148"
39298,16958,11209,6089,13951,924041,112597,724393,46144,68079,928519,124212,324092,NA,5558,72673,9448,1407972,22996,10453,40922,5057,25546,33079,10448,39773,1079371,38903,51773,43333,30148,109699,25710,70394,61005,30896,1048615,1555311,1886688,24244,43743,2610608,194011,2713648,290252,15934,370496,63355,9797,1577588,53007,30863,1451854,73249,1603751,384897,11466,1089528,2142295,21729,52983,216257,223249,3140825,724444,1186521,99888,897716,48743,50478,13101,2686896,47336,30864,3334757,90193,79586,221150,563587,1757436,15863,260771,51163,24502,12296,24846,756,7000,966,34504,22769,1501763,10140,349792,2513635,967663,16394,22482,21847,3789115,135908,9248783
838,129377,NA,4203,63365,10354,NA,3101,27986,5466,26372,4183,4137,NA,2433,9100,NA,8606,4085,629,24308,2605,117,752,12399,2352,4349,37,11903,1481,4658,118279,1360,14692,33254,3452,6802,116768,20664,25067,4614,18406,NA,6328,161,783,NA,NA,NA,NA,4644,21279,3738,13282,NA,233502,190774,22531,56596,115605,60780,1289,21246,980,8584,62515,40067,2722,7541,10548,7084,15373,8454,863,NA,134241,60987,NA,1212,5505,1213,NA,NA,NA,487,91456,302,NA,29247,927,2729,9585,NA,17066,5279,358,656,48,22695,23160,1684,4400
27,22,66,30,132,2060,6344,21722,3526,25555,55598,135,8410,NA,NA,1543,1353,22759,146,118,4301,350,421,547,3795,189,19107,91,807,3000,2027,4704,499,3340,3129,673,15858,40141,27047,368,2480,183720,7584,71215,4721,23,58049,NA,2315,33093,1585,741,122402,5378,43316,405,649,35718,68037,3520,16726,13763,3818,47033,17285,49546,14005,9435,2645,1573,2450,28828,128,528,60544,706,17408,429,14496,11453,NA,3350,389,1560,1176,120,20,NA,NA,72,5126,15668,25,6056,24443,65860,160,NA,205,31404,8042,165570
18736,859471,479,118270,117412,198456,13978,70209,702967,116485,1921899,40857,195953,8172,20743,366384,49,516144,67687,11893,594207,25687,4572,31190,49111,14949,1168042,3015,141661,19145,169868,2175723,26137,212185,433513,44597,1390500,7312528,486274,703886,153796,450042,108121,558997,119522,10403,96423,1512,14949,300341,7821,205333,24550,614948,603411,2917688,1768586,625007,1091792,1476962,856977,72096,2017633,259908,142368,621018,650396,35758,288334,56961,211931,456579,217688,2187,359304,4054039,1102325,20701,45683,872365,14135,130819,6300,801,13026,251937,7836,1288,99305,23174,202356,974308,4418,282908,380140,708753,23057,5856,284156,1212592,152864,54498
157,11091,NA,995,1512,1980,NA,666,8465,855,25721,226,2096,NA,42,4198,NA,5774,768,NA,6740,112,NA,43,262,60,18806,NA,1655,195,1689,29026,210,2590,5147,516,17008,101367,7062,7845,1989,4070,747,5735,1019,NA,648,NA,11,2954,NA,2434,NA,6437,5772,44095,25020,8161,12593,19167,10721,668,19838,2463,1968,7286,7482,NA,2742,637,1950,5611,2331,NA,2843,70725,13926,NA,178,13840,38,939,27,NA,17,2513,25,NA,1131,163,2146,12113,NA,3118,3457,9321,266,NA,3009,16761,1871,167
1862,129438,NA,15446,15689,26384,510,8967,106555,15237,289172,5373,26278,NA,2124,51715,NA,74249,9282,1244,88271,3168,306,3772,5970,1797,168716,99,19364,2585,24166,335032,3511,29681,64664,5218,209578,1132907,70718,103015,20911,63529,14442,76783,15197,1180,12141,NA,1431,40267,559,28238,2372,91081,86395,450025,269659,87293,164050,225034,129721,9785,303259,34243,19288,90394,99622,4081,39921,7126,30231,64386,30134,NA,51601,623517,163046,1966,6154,126147,1710,17987,535,20,1494,34973,943,NA,12689,3167,26628,143646,69,38774,53753,102252,2662,161,39002,180800,19347,5803
16717,4447,3566,23853,7357,102531,94900,2535648,61064,90892,8371829,4230,675363,7214,12743,106635,26881,4487930,24508,19708,38796,4128,24634,49290,8049,4975,7492374,8265,15165,57576,27706,830305,53032,16485,29898,31362,3245678,6509888,7548469,102481,61232,5402245,462758,16693700,1559030,11400,209296,2743,8857,1463948,192803,57705,5820554,209362,2843662,45687,113540,11019429,2637807,25074,89619,264972,83262,2994356,3238838,7795902,239912,1331714,161949,21114,38865,22893113,33065,31369,5999394,196250,428338,533097,1126476,5929532,6984,3316776,9457,19107,14974,5952,8322,1892,10263,5636,21526,7988591,26075,669669,28244876,5284312,42501,80055,13030,5806427,239324,24908367
1013,50,NA,1782,158,10941,8322,308837,6435,9689,1047025,49,79268,NA,667,10863,2060,556908,1557,1411,3220,21,1810,4987,354,88,930925,204,882,5486,2294,97528,5767,1220,2682,2836,398111,801185,940333,11002,5939,667527,52228,2082454,183622,850,22111,NA,357,172067,21353,5691,743783,22926,347198,5027,12121,1381077,323174,1831,8771,28860,6659,359378,389523,986651,26535,155589,17418,1683,3478,2881041,2505,2574,751072,20910,46622,58839,134268,723048,306,403693,359,1372,1109,NA,453,NA,127,262,1394,995086,2055,77013,3571585,661809,3267,7816,553,727358,26376,3125320
NA,224,NA,176,26,44,117,142,44,NA,98,78,NA,NA,NA,69,NA,NA,NA,20,NA,NA,47,NA,NA,13,NA,NA,NA,NA,23,52,40,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,164,NA,104,76,38,NA,NA,NA,154,83,NA,NA,NA,NA,NA,NA,65,46,NA,46,88,98,47,425,17,NA,NA,NA,NA,85,NA,NA,157,39,71,82,187,92,75,176,141,46,NA,75,37,77,85,131,141,NA,NA,NA,122,34,NA,NA,NA
NA,166,NA,70,105,81,368,194,39,118,222,216,NA,NA,36,55,NA,NA,NA,21,22,16,116,73,16,NA,NA,24,NA,20,NA,102,28,NA,38,NA,51,49,NA,NA,NA,46,NA,93,35,64,156,197,120,113,NA,NA,NA,228,64,19,51,NA,NA,40,25,189,113,NA,NA,42,116,66,553,16,20,NA,18,NA,99,NA,54,209,257,64,91,84,249,146,222,249,88,NA,78,66,163,39,151,377,27,NA,29,406,64,27,NA,NA
